0.00000,0.00000,118000000.00000,0.00000
0.02000,0.00000,118000000.00000,0.00000
0.04000,0.00000,118342190.47495,0.00003
0.06000,0.00000,118659581.32183,0.00005
0.08000,0.00000,118875160.66777,0.00006
0.10000,0.00000,119079109.90673,0.00008
0.12000,0.00000,119257839.12987,0.00009
0.14000,0.00000,119423386.26217,0.00010
0.16000,0.00000,119575486.41101,0.00011
0.18000,0.00000,119707635.60913,0.00012
0.20000,0.00000,119828805.82155,0.00013
0.22000,0.00000,119915046.57052,0.00013
0.24000,0.00000,119992427.64330,0.00014
0.26000,0.00000,120066903.45506,0.00014
0.28000,0.00000,120121114.76100,0.00015
0.30000,0.00000,120109084.79465,0.00014
0.32000,0.00000,120094508.98248,0.00014
0.34000,0.00000,120077468.34561,0.00014
0.36000,0.00000,120058101.50112,0.00014
0.38000,0.00000,120036481.40531,0.00014
0.40000,0.00000,120012671.90384,0.00013
0.42000,0.00000,119986741.57627,0.00013
0.44000,0.00000,119958757.54425,0.00013
0.46000,0.00000,119928786.04069,0.00013
0.48000,0.00000,119904967.72218,0.00012
0.50000,0.00000,119878387.18839,0.00012
0.52000,0.00000,119849200.77405,0.00012
0.54000,0.00000,119817527.33756,0.00012
0.56000,0.00000,119783480.83149,0.00011
0.58000,0.00000,119747169.90162,0.00011
0.60000,0.00000,119708697.91557,0.00011
0.62000,0.00000,119668163.09724,0.00010
0.64000,0.00000,119625658.71356,0.00010
0.66000,0.00000,119581273.28546,0.00010
0.68000,0.00000,119541760.78970,0.00009
0.70000,0.00000,119499625.52270,0.00009
0.72000,0.00000,119455026.25262,0.00009
0.74000,0.00000,119408112.07897,0.00008
0.76000,0.00000,119359020.23343,0.00008
0.78000,0.00000,119307877.21680,0.00008
0.80000,0.00000,119254799.82227,0.00007
0.82000,0.00000,119199896.05313,0.00007
0.84000,0.00000,119143265.94371,0.00006
0.86000,0.00000,119085002.29316,0.00006
0.88000,0.00000,119025191.32131,0.00005
0.90000,0.00000,118969163.22716,0.00005
0.92000,0.00000,118901513.45910,0.00005
0.94000,0.00000,118842322.34511,0.00004
0.96000,0.00000,118772384.11107,0.00004
0.98000,0.00000,118710370.34106,0.00003
1.00000,0.00000,118629413.54894,0.00003
1.02000,0.00000,118566118.06312,0.00002
1.04000,0.00000,118484266.56988,0.00002
1.06000,0.00000,118419730.13910,0.00001
1.08000,0.00000,118337019.95303,0.00001
1.10000,0.00000,118271294.52900,0.00000
1.12000,0.00000,118187766.71269,-0.00001
1.14000,0.00000,118120910.73264,-0.00001
1.16000,0.00000,118036608.62448,-0.00002
1.18000,0.00000,117968683.29886,-0.00002
1.20000,0.00000,117883650.77163,-0.00003
1.22000,0.00000,117814717.66490,-0.00003
1.24000,0.00000,117728998.00803,-0.00004
1.26000,0.00000,117659117.49704,-0.00004
1.28000,0.00000,117572752.71869,-0.00005
1.30000,0.00000,117501983.04503,-0.00005
1.32000,0.00000,117415013.45699,-0.00006
1.34000,0.00000,117343410.17939,-0.00006
1.36000,0.00000,117255874.17157,-0.00007
1.38000,0.00000,117183489.88580,-0.00007
1.40000,0.00000,117095423.82707,-0.00008
1.42000,0.00000,117022308.06275,-0.00009
1.44000,0.00000,116933746.28470,-0.00009
1.46000,0.00000,116859945.51618,-0.00010
1.48000,0.00000,116770920.35104,-0.00010
1.50000,0.00000,116696478.08282,-0.00011
1.52000,0.00000,116607019.93272,-0.00011
1.54000,0.00000,116531976.82733,-0.00012
1.56000,0.00000,116442114.25445,-0.00012
1.58000,0.00000,116366508.28476,-0.00013
1.60000,0.00000,116276268.11178,-0.00014
1.62000,0.00000,116200134.72514,-0.00014
1.64000,0.00000,116109542.13949,-0.00015
1.66000,0.00000,116032914.42475,-0.00015
1.68000,0.00000,115941993.08287,-0.00016
1.70000,0.00000,115864901.93487,-0.00016
1.72000,0.00000,115773674.06393,-0.00017
1.74000,0.00000,115696148.34202,-0.00017
1.76000,0.00000,115604634.83737,-0.00018
1.78000,0.00000,115526701.51585,-0.00018
1.80000,0.00000,115434922.03337,-0.00019
1.82000,0.00000,115356606.34293,-0.00020
1.84000,0.00000,115264579.38583,-0.00020
1.86000,0.00000,115185904.94536,-0.00021
1.88000,0.00000,115093647.94527,-0.00021
1.90000,0.00000,115014636.88423,-0.00022
1.92000,0.00000,114922166.27659,-0.00022
1.94000,0.00000,114842839.34807,-0.00023
1.96000,0.00000,114750170.64205,-0.00024
1.98000,0.00000,114670547.32696,-0.00024
2.00000,0.00000,114577695.17020,-0.00025
2.02000,0.00000,114497782.26559,-0.00025
2.04000,0.00000,114404797.91990,-0.00026
2.06000,0.00000,114324593.35848,-0.00026
2.08000,0.00000,114231423.34496,-0.00027
2.10000,0.00000,114151004.75329,-0.00027
2.12000,0.00000,114057684.60346,-0.00028
2.14000,0.00000,113977042.66300,-0.00028
2.16000,0.00000,113883595.79405,-0.00029
2.18000,0.00000,113802733.18338,-0.00030
2.20000,0.00000,113709182.30670,-0.00030
2.22000,0.00000,113628100.94024,-0.00031
2.24000,0.00000,113534438.71176,-0.00031
2.26000,0.00000,113453169.72689,-0.00032
2.28000,0.00000,113359411.67230,-0.00032
2.30000,0.00000,113277961.61031,-0.00033
2.32000,0.00000,113184117.17050,-0.00034
2.34000,0.00000,113102497.73221,-0.00034
2.36000,0.00000,113008575.81539,-0.00035
2.38000,0.00000,112926798.11278,-0.00035
2.40000,0.00000,112832807.22127,-0.00036
2.42000,0.00000,112750881.77967,-0.00036
2.44000,0.00000,112656830.03396,-0.00037
2.46000,0.00000,112574766.83290,-0.00037
2.48000,0.00000,112480661.99351,-0.00038
2.50000,0.00000,112398470.50454,-0.00038
2.52000,0.00000,112304319.99232,-0.00039
2.54000,0.00000,112222009.21382,-0.00040
2.56000,0.00000,112127820.12899,-0.00040
2.58000,0.00000,112045398.61804,-0.00041
2.60000,0.00000,111951177.75800,-0.00041
2.62000,0.00000,111868653.65969,-0.00042
2.64000,0.00000,111774407.53570,-0.00042
2.66000,0.00000,111691788.61010,-0.00043
2.68000,0.00000,111597523.46297,-0.00043
2.70000,0.00000,111514817.10985,-0.00044
2.72000,0.00000,111420538.81796,-0.00045
2.74000,0.00000,111337752.20773,-0.00045
2.76000,0.00000,111243466.53708,-0.00046
2.78000,0.00000,111160606.39100,-0.00046
2.80000,0.00000,111066318.88409,-0.00047
2.82000,0.00000,110983391.62251,-0.00047
2.84000,0.00000,110889107.60113,-0.00048
2.86000,0.00000,110806119.36923,-0.00048
2.88000,0.00000,110711843.94622,-0.00049
2.90000,0.00000,110628800.63013,-0.00049
2.92000,0.00000,110534538.72052,-0.00050
2.94000,0.00000,110451445.96225,-0.00051
2.96000,0.00000,110357202.29362,-0.00051
2.98000,0.00000,110274065.50498,-0.00052
3.00000,0.00000,110179844.62719,-0.00052
3.02000,0.00000,110096669.00276,-0.00053
3.04000,0.00000,110002475.29701,-0.00053
3.06000,0.00000,109919265.82614,-0.00054
3.08000,0.00000,109825103.51353,-0.00054
3.10000,0.00000,109741864.99162,-0.00055
3.12000,0.00000,109647738.14109,-0.00056
3.14000,0.00000,109564475.18007,-0.00056
3.16000,0.00000,109470387.71590,-0.00057
3.18000,0.00000,109387104.75397,-0.00057
3.20000,0.00000,109293060.46280,-0.00058
3.22000,0.00000,109209761.77366,-0.00058
3.24000,0.00000,109115764.31107,-0.00059
3.26000,0.00000,109032454.01239,-0.00059
3.28000,0.00000,108938506.90910,-0.00060
3.30000,0.00000,108855188.97055,-0.00060
3.32000,0.00000,108761295.63826,-0.00061
3.34000,0.00000,108677973.88902,-0.00061
3.36000,0.00000,108584137.62583,-0.00062
3.38000,0.00000,108500815.76158,-0.00063
3.40000,0.00000,108407039.75722,-0.00063
3.42000,0.00000,108323721.34673,-0.00064
3.44000,0.00000,108230008.68734,-0.00064
3.46000,0.00000,108146697.17865,-0.00065
3.48000,0.00000,108053050.85141,-0.00065
3.50000,0.00000,107969749.57762,-0.00066
3.52000,0.00000,107876172.47502,-0.00066
3.54000,0.00000,107792884.65976,-0.00067
3.56000,0.00000,107699379.58366,-0.00067
3.58000,0.00000,107616108.34619,-0.00068
3.60000,0.00000,107522678.01171,-0.00069
3.62000,0.00000,107439426.37173,-0.00069
3.64000,0.00000,107346073.41083,-0.00070
3.66000,0.00000,107262844.29304,-0.00070
3.68000,0.00000,107169571.25793,-0.00071
3.70000,0.00000,107086367.49631,-0.00071
3.72000,0.00000,106993176.86273,-0.00072
3.74000,0.00000,106910001.20451,-0.00072
3.76000,0.00000,106816895.37477,-0.00073
3.78000,0.00000,106733750.48429,-0.00073
3.80000,0.00000,106640731.79016,-0.00074
3.82000,0.00000,106557620.25242,-0.00074
3.84000,0.00000,106464690.95788,-0.00075
3.86000,0.00000,106381615.28191,-0.00075
3.88000,0.00000,106288777.58577,-0.00076
3.90000,0.00000,106205740.20786,-0.00076
3.92000,0.00000,106112996.24617,-0.00077
3.94000,0.00000,106029999.53285,-0.00078
3.96000,0.00000,105937351.38130,-0.00078
3.98000,0.00000,105854397.63222,-0.00079
4.00000,0.00000,105761847.30832,-0.00079
4.02000,0.00000,105678938.75892,-0.00080
4.04000,0.00000,105586488.22410,-0.00080
4.06000,0.00000,105503627.04823,-0.00081
4.08000,0.00000,105411278.20985,-0.00081
4.10000,0.00000,105328466.52211,-0.00082
4.12000,0.00000,105236221.23537,-0.00082
4.14000,0.00000,105153461.09345,-0.00083
4.16000,0.00000,105061321.16318,-0.00083
4.18000,0.00000,104978614.57002,-0.00084
4.20000,0.00000,104886581.75240,-0.00084
4.22000,0.00000,104803930.65826,-0.00085
4.24000,0.00000,104712006.66247,-0.00086
