0.00000,0.00000,236000000.00000,0.00000
0.02000,0.00000,236000000.00000,0.00000
0.04000,0.00000,236505802.16333,0.00002
0.06000,0.00000,236787816.03405,0.00003
0.08000,0.00000,237043012.39223,0.00004
0.10000,0.00000,237238897.71106,0.00004
0.12000,0.00000,237406209.94484,0.00005
0.14000,0.00000,237545288.75064,0.00006
0.16000,0.00000,237639646.58556,0.00006
0.18000,0.00000,237712777.27793,0.00006
0.20000,0.00000,237721252.53718,0.00006
0.22000,0.00000,237695884.93108,0.00006
0.24000,0.00000,237656186.27316,0.00006
0.26000,0.00000,237597272.41991,0.00006
0.28000,0.00000,237505515.97200,0.00005
0.30000,0.00000,237428198.80309,0.00005
0.32000,0.00000,237210026.48257,0.00004
0.34000,0.00000,236950281.72022,0.00003
0.36000,0.00000,236691033.91517,0.00002
0.38000,0.00000,236432286.18151,0.00001
0.40000,0.00000,236174021.79783,0.00000
0.42000,0.00000,235916229.02709,-0.00001
0.44000,0.00000,235658900.07792,-0.00002
0.46000,0.00000,235402030.24071,-0.00003
0.48000,0.00000,235145617.19977,-0.00004
0.50000,0.00000,234889660.48430,-0.00004
0.52000,0.00000,234634161.02896,-0.00005
0.54000,0.00000,234379120.82174,-0.00006
0.56000,0.00000,234124542.62129,-0.00007
0.58000,0.00000,233870429.73027,-0.00008
0.60000,0.00000,233616785.81344,-0.00009
0.62000,0.00000,233363614.75229,-0.00010
0.64000,0.00000,233110920.52897,-0.00011
0.66000,0.00000,232858707.13423,-0.00012
0.68000,0.00000,232606978.49491,-0.00013
0.70000,0.00000,232355738.41734,-0.00013
0.72000,0.00000,232104990.54371,-0.00014
0.74000,0.00000,231854738.31917,-0.00015
0.76000,0.00000,231604984.96758,-0.00016
0.78000,0.00000,231355733.47435,-0.00017
0.80000,0.00000,231106986.57509,-0.00018
0.82000,0.00000,230858746.74895,-0.00019
0.84000,0.00000,230611016.21578,-0.00019
0.86000,0.00000,230363796.93628,-0.00020
0.88000,0.00000,230117090.61469,-0.00021
0.90000,0.00000,229870898.70333,-0.00022
0.92000,0.00000,229625222.40870,-0.00023
0.94000,0.00000,229380062.69869,-0.00024
0.96000,0.00000,229135420.31071,-0.00024
0.98000,0.00000,228891295.76038,-0.00025
1.00000,0.00000,228647689.35074,-0.00026
1.02000,0.00000,228404601.18161,-0.00027
1.04000,0.00000,228162031.15921,-0.00028
1.06000,0.00000,227919979.00570,-0.00029
1.08000,0.00000,227678444.26873,-0.00029
1.10000,0.00000,227437426.33082,-0.00030
1.12000,0.00000,227196924.41858,-0.00031
1.14000,0.00000,226956937.61171,-0.00032
1.16000,0.00000,226717464.85168,-0.00033
1.18000,0.00000,226478504.95024,-0.00033
1.20000,0.00000,226240056.59748,-0.00034
1.22000,0.00000,226002118.36973,-0.00035
1.24000,0.00000,225764688.73705,-0.00036
1.26000,0.00000,225527766.07040,-0.00037
1.28000,0.00000,225291348.64852,-0.00037
1.30000,0.00000,225055434.66450,-0.00038
1.32000,0.00000,224820022.23200,-0.00039
1.34000,0.00000,224585109.39121,-0.00040
1.36000,0.00000,224350694.11446,-0.00040
1.38000,0.00000,224116774.31158,-0.00041
1.40000,0.00000,223883347.83498,-0.00042
1.42000,0.00000,223650412.48446,-0.00043
1.44000,0.00000,223417966.01172,-0.00044
1.46000,0.00000,223186006.12471,-0.00044
1.48000,0.00000,222954530.49165,-0.00045
1.50000,0.00000,222723536.74487,-0.00046
1.52000,0.00000,222493022.48445,-0.00047
1.54000,0.00000,222262985.28160,-0.00047
